time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1708937350.41947842,0.04322159,47137,0.00074856,0.00000000,0,0.00000103,21320,21380,120,0.00207054
1708937350.51948547,0.03993924,48056,0.00027892,0.00000000,0,0.00000075,21380,21448,128,0.00471299
1708937350.61948657,0.02588307,49050,0.00054787,0.00000000,0,0.00000065,21448,21522,138,0.00541309
1708937350.71943569,0.03677891,49835,0.00050573,0.00000000,0,0.00000108,21522,21558,144,0.00548387
1708937350.81949568,0.03108861,49047,0.00031421,0.00000000,0,0.00000055,21558,21576,121,0.00210656
1708937350.91939545,0.02626563,49900,0.00030390,0.00000000,0,0.00000051,21576,21586,114,0.00368005
1708937351.01975346,0.04509326,48357,0.00033418,0.00000000,0,0.00000067,21586,21607,136,0.01195732
1708937351.11955047,0.01940841,50377,0.00025674,0.00000000,0,0.00000058,21607,21669,128,0.00263754
1708937351.21940279,0.03776849,50194,0.00041492,0.00000000,0,0.00000070,21669,21684,137,0.00889805
1708937351.31957603,0.02473847,46782,0.00027984,0.00000000,0,0.00000073,21684,21745,145,0.00374791
1708937351.41942048,0.03504964,48738,0.00107960,0.00000000,0,0.00000065,21745,21857,127,0.01366011
1708937351.51961660,0.01992877,51008,0.00018251,0.00000000,0,0.00000115,20799,20897,118,0.00224573
1708937351.61948872,0.03359427,48489,0.00039730,0.00000000,0,0.00000047,20897,21015,152,0.01002159
1708937351.71974921,0.02571076,46022,0.00022111,0.00000000,0,0.00000047,21015,21112,128,0.00256621
1708937351.81944823,0.03392499,49068,0.00026251,0.00000000,0,0.00000056,21112,21189,104,0.00390725
1708937351.91946864,0.02564634,47709,0.00023021,0.00000000,0,0.00000076,21189,21278,122,0.01759677
1708937352.01955390,0.02563664,48620,0.00023237,0.00000000,0,0.00000061,21278,21348,122,0.00262508
1708937352.11951375,0.03879211,48863,0.00024758,0.00000000,0,0.00000068,21348,21432,130,0.00315128
1708937352.21955848,0.02103235,48503,0.00024014,0.00000000,0,0.00000082,21432,21514,130,0.00219449
1708937352.31954312,0.02403172,47995,0.00028886,0.00000000,0,0.00000068,21514,21577,115,0.00681862
1708937352.41954398,0.03040242,43160,0.00026525,0.00000000,0,0.00000095,21577,21626,124,0.00631403
1708937352.51900697,0.02770572,48598,0.00028228,0.00000000,0,0.00000076,21626,21701,132,0.00853011
1708937352.61957788,0.03914856,47344,0.00044437,0.00000000,0,0.00000046,21701,21783,148,0.00814783
1708937352.71952224,0.02468535,48522,0.00026266,0.00000000,0,0.00000066,21783,21859,135,0.01153219
1708937352.81951785,0.02989408,49216,0.00033696,0.00000000,0,0.00000115,21859,21924,156,0.00563909
1708937352.91940784,0.02321620,47911,0.00023232,0.00000000,0,0.00000056,21924,21989,125,0.01228418
1708937353.01968360,0.02497253,49027,0.00027911,0.00000000,0,0.00000051,21989,22063,137,0.01551221
1708937353.11944866,0.04061036,48568,0.00028104,0.00000000,0,0.00000085,22063,22135,132,0.00258034
1708937353.21953225,0.03353057,47651,0.00028465,0.00000000,0,0.00000057,22135,22198,135,0.00568697
1708937353.31972432,0.03368156,47817,0.00026720,0.00000000,0,0.00000112,22198,22275,144,0.00842833
1708937353.41960883,0.02731175,47246,0.00029928,0.00000000,0,0.00000096,22275,22344,146,0.00593433
1708937353.51936245,0.02718271,49002,0.00035345,0.00000000,0,0.00000088,22344,22390,170,0.00521021
1708937353.61945486,0.03071388,50673,0.00032279,0.00000000,0,0.00000066,22390,22464,156,0.01316558
1708937353.71949744,0.03155968,49748,0.00047697,0.00000000,0,0.00000060,22464,22424,132,0.00886003
1708937353.81950879,0.01979265,47293,0.00027483,0.00000000,0,0.00000067,22424,22508,135,0.00255878
1708937353.91946936,0.02860845,47159,0.00032615,0.00000000,0,0.00000056,22508,22592,160,0.00666882
1708937354.01946354,0.02419761,49046,0.00041700,0.00000000,0,0.00000064,22592,22620,154,0.00676975
1708937354.11940670,0.04631682,46777,0.00031429,0.00000000,0,0.00000062,22620,22682,145,0.00496334
1708937354.21895075,0.02832707,48913,0.00025362,0.00000000,0,0.00000053,22682,22723,117,0.00733457
1708937354.31946802,0.03027439,49511,0.00024194,0.00000000,0,0.00000074,22723,22788,111,0.00931355
1708937354.41949177,0.03054183,49071,0.00024674,0.00000000,0,0.00000050,22788,22834,119,0.00463800
1708937354.51964331,0.03203965,48532,0.00034038,0.00000000,0,0.00000059,22834,22884,155,0.00809808
1708937354.61977768,0.03751861,48707,0.00025807,0.00000000,0,0.00000069,22884,22925,115,0.00550672
1708937354.71947312,0.03103037,46778,0.00048299,0.00000000,0,0.00000052,22925,23004,173,0.00407599
1708937354.81977916,0.03315272,47427,0.00031398,0.00000000,0,0.00000073,23004,23040,141,0.00344971
1708937354.91953826,0.02870777,46075,0.00027487,0.00000000,0,0.00000063,23040,23121,138,0.00321472
1708937355.01893878,0.05745480,45857,0.00027801,0.00000000,0,0.00000052,23121,23189,130,0.00467526
1708937355.11945438,0.04157640,46592,0.00043967,0.00000000,0,0.00000055,23189,23238,195,0.00588218
1708937355.21943712,0.02362206,46529,0.00033488,0.00000000,0,0.00000051,23238,23302,157,0.00420396
1708937355.31888962,0.02628350,45965,0.00038565,0.00000000,0,0.00000066,23302,23278,152,0.00685158
1708937355.41971684,0.03786038,46611,0.00030571,0.00000000,0,0.00000051,23278,23331,131,0.00387573
1708937355.51945949,0.02376391,47043,0.00032265,0.00000000,0,0.00000081,23331,23395,127,0.00574613
1708937355.61939144,0.03915816,47209,0.00032832,0.00000000,0,0.00000049,23395,23415,135,0.00847725
1708937355.71945381,0.02619967,46084,0.00038363,0.00000000,0,0.00000109,23415,23346,103,0.00956810
1708937355.81896567,0.02648947,48680,0.00046395,0.00000000,0,0.00000062,23346,23299,141,0.00548021
1708937355.91966367,0.03007697,47336,0.00035914,0.00000000,0,0.00000063,23299,23368,148,0.00632509
1708937356.01965666,0.03254835,46878,0.00062209,0.00000000,0,0.00000106,23368,23456,162,0.00316812
1708937356.11939430,0.02512088,49041,0.00038737,0.00000000,0,0.00000059,23456,23505,151,0.00839992
1708937356.21901655,0.03456950,47519,0.00034803,0.00000000,0,0.00000286,23505,23537,120,0.00508735
1708937356.31940579,0.03077167,48372,0.00033201,0.00000000,0,0.00000053,23537,23596,129,0.00904732
1708937356.41970587,0.02395658,46295,0.00058628,0.00000000,0,0.00000093,23596,23626,170,0.00715026
1708937356.51942801,0.02410166,46603,0.00029989,0.00000000,0,0.00000087,23626,23653,102,0.00535745
1708937356.61961627,0.03911144,46385,0.00062294,0.00000000,0,0.00000120,23653,23742,126,0.00204093
1708937356.71963882,0.02860369,47257,0.00153433,0.00000000,0,0.00000117,23742,23773,138,0.00335080
1708937356.81946945,0.03323919,48813,0.00041166,0.00000000,0,0.00000109,23773,23836,163,0.00408669
1708937356.91972494,0.02661410,48424,0.00059087,0.00000000,0,0.00000112,23836,23877,116,0.00472085
1708937357.01956558,0.02235660,47950,0.00033270,0.00000000,0,0.00000062,23877,23219,134,0.00435259
1708937357.11939311,0.03459679,48350,0.00070381,0.00000000,0,0.00000046,23219,23286,119,0.00607514
1708937357.21948099,0.03130752,50034,0.00053695,0.00000000,0,0.00000059,23286,23376,144,0.00923449
1708937357.31963062,0.02527084,48558,0.00024952,0.00000000,0,0.00000104,23376,23446,118,0.00323988
1708937357.41945505,0.03715345,49694,0.00040681,0.00000000,0,0.00000059,23446,23426,120,0.00209249
1708937357.51944876,0.03253065,47986,0.00034361,0.00000000,0,0.00000068,23426,23505,134,0.00457679
1708937357.61940789,0.02312319,47086,0.00030796,0.00000000,0,0.00000051,23505,23589,137,0.00315138
1708937357.71950603,0.02291301,46901,0.00052319,0.00000000,0,0.00000063,23589,23691,166,0.00314038
1708937357.81962252,0.03733271,48236,0.00091865,0.00000000,0,0.00000058,23691,23756,92,0.00262683
1708937357.91941643,0.03439853,47664,0.00026106,0.00000000,0,0.00000218,23756,23823,119,0.00213663
1708937358.01944709,0.02207835,50485,0.00029339,0.00000000,0,0.00000088,23823,23922,130,0.00356313
1708937358.11943674,0.03024515,50909,0.00047427,0.00000000,0,0.00000176,23922,23972,143,0.00313947
1708937358.21899438,0.03152467,50083,0.00083755,0.00000000,0,0.00000047,23972,24032,129,0.00313390
1708937358.31948519,0.02289795,47275,0.00028122,0.00000000,0,0.00000061,24032,24136,142,0.00322104
1708937358.41899347,0.03680262,47282,0.00030500,0.00000000,0,0.00000051,24136,24140,117,0.00292554
1708937358.51944447,0.02143943,49846,0.00034561,0.00000000,0,0.00000058,24140,24254,156,0.00282471
1708937358.61942101,0.03499336,47672,0.00027132,0.00000000,0,0.00000049,24254,24314,118,0.00431529
1708937358.71944976,0.02211901,48766,0.00032260,0.00000000,0,0.00000060,24314,24367,129,0.00503801
1708937358.81956577,0.02597543,47581,0.00047613,0.00000000,0,0.00000058,24367,24425,111,0.00326388
1708937358.91973877,0.03135051,47857,0.00029931,0.00000000,0,0.00000064,24425,24457,127,0.00476872
1708937359.01969481,0.02831268,49110,0.00060795,0.00000000,0,0.00000048,24457,24518,131,0.00680125
1708937359.11944342,0.03633812,47456,0.00059173,0.00000000,0,0.00000079,24518,24526,100,0.00407717
1708937359.21907449,0.03272775,50093,0.00083317,0.00000000,0,0.00000099,24526,24598,140,0.00322182
1708937359.31951857,0.02650144,49785,0.00030983,0.00000000,0,0.00000101,24598,24647,117,0.00262366
1708937359.41976213,0.02640246,50241,0.00043663,0.00000000,0,0.00000056,24647,24678,114,0.00714703
1708937359.51956558,0.02838429,49642,0.00022941,0.00000000,0,0.00000073,24678,24733,95,0.00528176
1708937359.61894250,0.02558284,50186,0.00027703,0.00000000,0,0.00000084,24733,24781,122,0.00220454
1708937359.71984053,0.03229972,49389,0.00067455,0.00000000,0,0.00000052,24781,24772,137,0.00316770
1708937359.81959248,0.02765595,49646,0.00081196,0.00000000,0,0.00000066,24772,23579,108,0.00291020
1708937359.91944814,0.02571086,50088,0.00046354,0.00000000,0,0.00000081,23579,23633,99,0.00478696
1708937360.01970172,0.02685566,49104,0.00035253,0.00000000,0,0.00000055,23633,23690,102,0.00416945
1708937360.11940670,0.03128847,50012,0.00083369,0.00000000,0,0.00000053,23690,23755,120,0.00301415
1708937360.21943259,0.03131148,49268,0.00026112,0.00000000,0,0.00000072,23755,23846,109,0.00575686
1708937360.31938720,0.02532703,49959,0.00038951,0.00000000,0,0.00000078,23846,23936,134,0.00483192
1708937360.41955256,0.03144871,49144,0.00050718,0.00000000,0,0.00000069,23936,24014,119,0.00366793
1708937360.51945114,0.02573183,50707,0.00044789,0.00000000,0,0.00000054,24014,24077,95,0.00207662
1708937360.61946654,0.03939017,49838,0.00047427,0.00000000,0,0.00000121,24077,24161,130,0.00666093
1708937360.71954608,0.02750792,48328,0.00021354,0.00000000,0,0.00000088,24161,24214,84,0.00537095
1708937360.81914258,0.05779842,51638,0.00083507,0.00000000,0,0.00000076,24214,24255,100,0.00545177
1708937360.91905427,0.02680521,52031,0.00031255,0.00000000,0,0.00000064,24255,24324,96,0.00359411
1708937361.01955962,0.03004046,50564,0.00028488,0.00000000,0,0.00000090,24324,24388,82,0.01038779
1708937361.11948323,0.03577678,50884,0.00069515,0.00000000,0,0.00000152,24388,24401,119,0.00428334
1708937361.21952271,0.02635762,49778,0.00032816,0.00000000,0,0.00000086,24401,24456,142,0.00608737
1708937361.31960964,0.02406711,49345,0.00025547,0.00000000,0,0.00000055,24456,24511,93,0.00234558
1708937361.41941381,0.02264120,50103,0.00021571,0.00000000,0,0.00000058,24511,24564,102,0.00258519
1708937361.51937556,0.02678420,49863,0.00023167,0.00000000,0,0.00000059,24564,24613,95,0.00338783
1708937361.61934757,0.03039310,51074,0.00023232,0.00000000,0,0.00000071,24613,24656,102,0.00243252
1708937361.71939945,0.02024888,49817,0.00021696,0.00000000,0,0.00000058,24656,24716,110,0.01337931
1708937361.81939936,0.03041582,50963,0.00035402,0.00000000,0,0.00000102,24716,24792,113,0.00468126
1708937361.91944218,0.02428234,49117,0.00026914,0.00000000,0,0.00000124,24792,24813,113,0.00205377
1708937362.01961708,0.02627469,50193,0.00038556,0.00000000,0,0.00000057,24813,24855,91,0.00335360
1708937362.11935639,0.02793014,49805,0.00023418,0.00000000,0,0.00000087,24855,24889,107,0.00321231
1708937362.21936965,0.03072206,50389,0.00029162,0.00000000,0,0.00000056,24889,24926,79,0.00430865
1708937362.31937265,0.03577044,50214,0.00036614,0.00000000,0,0.00000070,24926,24997,122,0.00388954
1708937362.41934800,0.03081122,51051,0.00051579,0.00000000,0,0.00000050,24997,25049,115,0.00394243
1708937362.51948166,0.02876315,51632,0.00044768,0.00000000,0,0.00000056,25049,25104,112,0.00331095
1708937362.61950231,0.02786698,50215,0.00043974,0.00000000,0,0.00000053,25104,25133,112,0.00290223
1708937362.71935916,0.03136333,50444,0.00029536,0.00000000,0,0.00000065,25133,25157,125,0.00359727
1708937362.81938696,0.02589168,49817,0.00049948,0.00000000,0,0.00000104,25157,25177,111,0.00946023
1708937362.91894078,0.03524668,49461,0.00031880,0.00000000,0,0.00000163,25177,25200,109,0.00205011
1708937363.01941490,0.02517192,48530,0.00040382,0.00000000,0,0.00000045,25200,25241,110,0.00503579
1708937363.11916566,0.02368283,50091,0.00036109,0.00000000,0,0.00000046,25241,25292,103,0.00458747
1708937363.21943092,0.02422221,50471,0.00022361,0.00000000,0,0.00000067,25292,25317,97,0.00213575
1708937363.31980681,0.03297260,49998,0.00037609,0.00000000,0,0.00000057,25317,25359,108,0.00510481
1708937363.41976786,0.02957559,49450,0.00079500,0.00000000,0,0.00000064,25359,25399,113,0.00292516
1708937363.51964974,0.03283656,50437,0.00034709,0.00000000,0,0.00000053,25399,23750,108,0.00586310
1708937363.61936235,0.02372779,50603,0.00061260,0.00000000,0,0.00000145,23750,23849,109,0.01710964
1708937363.71948242,0.02871264,50341,0.00024809,0.00000000,0,0.00000090,23849,23943,114,0.00354999
1708937363.81952810,0.02614647,50429,0.00030693,0.00000000,0,0.00000130,23943,24041,150,0.00490592
1708937363.91944623,0.02966615,49923,0.00023764,0.00000000,0,0.00000106,24041,24119,111,0.01162646
1708937364.01960993,0.02308613,49544,0.00045176,0.00000000,0,0.00000052,24119,24202,110,0.00781187
1708937364.11937642,0.02858104,50222,0.00028905,0.00000000,0,0.00000051,24202,24257,124,0.00301031
1708937364.21943760,0.04213524,50218,0.00018818,0.00000000,0,0.00000082,24257,24310,84,0.00478603
1708937364.31956196,0.02297643,49842,0.00024754,0.00000000,0,0.00000056,24310,24386,118,0.00233684
1708937364.41949201,0.02748114,50182,0.00027954,0.00000000,0,0.00000054,24386,24468,138,0.00460076
1708937364.51943874,0.02642303,50252,0.00025279,0.00000000,0,0.00000053,24468,24527,103,0.00299289
1708937364.61960578,0.02088180,50032,0.00032658,0.00000000,0,0.00000048,24527,24577,116,0.00589858
1708937364.71946859,0.02517109,49359,0.00059320,0.00000000,0,0.00000090,24577,24631,114,0.00207664
1708937364.81936908,0.02333444,51387,0.00025477,0.00000000,0,0.00000066,24631,24694,125,0.00250199
1708937364.91951799,0.03816496,49596,0.00061407,0.00000000,0,0.00000070,24694,24765,113,0.00256257
1708937365.01948214,0.02480099,49394,0.00032926,0.00000000,0,0.00000071,24765,24833,143,0.00220949
1708937365.11940956,0.04008537,50561,0.00033650,0.00000000,0,0.00000048,24833,24903,96,0.00365644
1708937365.21933794,0.02468627,50484,0.00019899,0.00000000,0,0.00000064,24903,24961,103,0.00357526
1708937365.31947112,0.03409148,50600,0.00027429,0.00000000,0,0.00000068,24961,25012,124,0.01089115
1708937365.41966510,0.02799001,50383,0.00027539,0.00000000,0,0.00000056,25012,25081,130,0.00211492
1708937365.51961374,0.02769732,51223,0.00026440,0.00000000,0,0.00000066,25081,25105,103,0.00460264
1708937365.62000489,0.02678242,50026,0.00028846,0.00000000,0,0.00000054,25105,25151,138,0.00441403
1708937365.71956348,0.03890214,50017,0.00030847,0.00000000,0,0.00000085,25151,25210,131,0.00202998
1708937365.81951499,0.02471624,50728,0.00018920,0.00000000,0,0.00000064,25210,25263,93,0.00434292
1708937365.91948080,0.04223002,50476,0.00048629,0.00000000,0,0.00000082,25263,25310,128,0.00243179
1708937366.01944494,0.04977856,50206,0.00026654,0.00000000,0,0.00000071,25310,25369,107,0.00769883
1708937366.11950755,0.02504700,50254,0.00042567,0.00000000,0,0.00000051,25369,25429,145,0.00461522
1708937366.21949339,0.03232924,50567,0.00031344,0.00000000,0,0.00000066,25429,25390,122,0.00436032
1708937366.31935191,0.02451354,50243,0.00025741,0.00000000,0,0.00000059,25390,25440,118,0.00277737
1708937366.41954398,0.02836314,50069,0.00027655,0.00000000,0,0.00000062,25440,25468,110,0.00254036
1708937366.51947904,0.01904642,52578,0.00025518,0.00000000,0,0.00000072,25468,25519,121,0.00251203
1708937366.61954141,0.02536128,50118,0.00028684,0.00000000,0,0.00000060,25519,25550,121,0.00364960
1708937366.71945190,0.03631459,49172,0.00024992,0.00000000,0,0.00000067,25550,25578,111,0.00405502
1708937366.81936169,0.02651808,50531,0.00027160,0.00000000,0,0.00000076,25578,25620,117,0.00628261
1708937366.91942763,0.03272609,48429,0.00034633,0.00000000,0,0.00000064,25620,25656,125,0.00666202
1708937367.01935625,0.02711523,49878,0.00028725,0.00000000,0,0.00000059,25656,25720,124,0.00444825
1708937367.11951327,0.03047337,52172,0.00030981,0.00000000,0,0.00000058,25720,25761,141,0.00398166
1708937367.21956897,0.02720776,49090,0.00031841,0.00000000,0,0.00000069,25761,25743,109,0.00332513
1708937367.31940699,0.03135713,49158,0.00050987,0.00000000,0,0.00000061,25743,25781,117,0.00808128
1708937367.41950536,0.03072051,50795,0.00042820,0.00000000,0,0.00000096,25781,25859,122,0.00462841
1708937367.51958942,0.03506382,49306,0.00050627,0.00000000,0,0.00000091,25859,25879,114,0.00250398
1708937367.61937428,0.02581140,50377,0.00025529,0.00000000,0,0.00000070,25879,25930,121,0.01203939
1708937367.71948671,0.02846350,50358,0.00027873,0.00000000,0,0.00000054,25930,25968,122,0.00290521
1708937367.81944013,0.02379638,50875,0.00050655,0.00000000,0,0.00000260,25968,26016,144,0.00450322
1708937367.91952634,0.02240316,50180,0.00332171,0.00000000,0,0.00000111,26016,26099,114,0.00599766
1708937368.01966286,0.02291635,50863,0.00049407,0.00000000,0,0.00000061,24810,24915,126,0.01031850
1708937368.11949873,0.02315747,50760,0.00029588,0.00000000,0,0.00000067,24915,24999,104,0.00694861
1708937368.21950960,0.02305775,50621,0.00035828,0.00000000,0,0.00000068,24999,25083,102,0.00215002
1708937368.31963038,0.03808301,48521,0.00075501,0.00000000,0,0.00000063,25083,25172,123,0.00383679
1708937368.41949129,0.02640761,48943,0.00033206,0.00000000,0,0.00000095,25172,25233,94,0.00382179
1708937368.51952505,0.03250921,50022,0.00025553,0.00000000,0,0.00000320,25233,25332,137,0.00257026
1708937368.61966014,0.01950685,50124,0.00022922,0.00000000,0,0.00000101,25332,25381,114,0.00247172
1708937368.71935844,0.02550130,50684,0.00022437,0.00000000,0,0.00000064,25381,25447,107,0.00465921
1708937368.81956196,0.02606805,49814,0.00029302,0.00000000,0,0.00000107,25447,25523,129,0.00203795
1708937368.91948843,0.03036290,49471,0.00029141,0.00000000,0,0.00000065,25523,25559,109,0.00269887
1708937369.01966381,0.02375914,50115,0.00021138,0.00000000,0,0.00000078,25559,25616,95,0.00307018
1708937369.11945057,0.03864541,50373,0.00020279,0.00000000,0,0.00000064,25616,25713,120,0.00237680
1708937369.21945763,0.02491315,50261,0.00027801,0.00000000,0,0.00000068,25713,25807,120,0.00638280
1708937369.31955481,0.02512495,50388,0.00019688,0.00000000,0,0.00000071,25807,25885,96,0.00337193
1708937369.41955876,0.02660736,52448,0.00073234,0.00000000,0,0.00000062,25885,25939,135,0.01516960
1708937369.51938057,0.02852105,50373,0.00024880,0.00000000,0,0.00000064,25939,25983,115,0.00533434
1708937369.61951280,0.02062743,51669,0.00024651,0.00000000,0,0.00000077,25983,26040,119,0.00522764
1708937369.71946454,0.02451573,48491,0.00060616,0.00000000,0,0.00000073,26040,26050,111,0.01125684
1708937369.81950808,0.02706478,50992,0.00043105,0.00000000,0,0.00000076,26050,26135,127,0.00611347
1708937369.91959143,0.02757136,50445,0.00018328,0.00000000,0,0.00000092,26135,26175,90,0.00571380
1708937370.01939964,0.02632730,50362,0.00036207,0.00000000,0,0.00000073,26175,26217,118,0.00221167
1708937370.11955500,0.02148711,50608,0.00024628,0.00000000,0,0.00000068,26217,26266,114,0.00208201
1708937370.21943808,0.02241613,49638,0.00026845,0.00000000,0,0.00000071,26266,26298,102,0.00264755
1708937370.31949019,0.02338553,50516,0.00023466,0.00000000,0,0.00000077,26298,26338,112,0.00287634
1708937370.41939402,0.02403521,49128,0.00024066,0.00000000,0,0.00000099,26338,26385,121,0.00274152
1708937370.51940012,0.04846511,50246,0.00033783,0.00000000,0,0.00000086,26385,26436,131,0.00251358
1708937370.61938548,0.02994329,49725,0.00042501,0.00000000,0,0.00000105,26436,26486,111,0.00517956
1708937370.71945071,0.03211497,50818,0.00022634,0.00000000,0,0.00000091,26486,26524,111,0.00655207
1708937370.81959558,0.02702669,50343,0.00027079,0.00000000,0,0.00000069,26524,26567,101,0.00456329
1708937370.91942406,0.04465852,50537,0.00029567,0.00000000,0,0.00000094,26567,26553,112,0.00207366
1708937371.01950240,0.02899571,49680,0.00026402,0.00000000,0,0.00000077,26553,26560,96,0.00276244
1708937371.11956120,0.04010940,49896,0.00022563,0.00000000,0,0.00000087,26560,26615,108,0.00212435
1708937371.21935153,0.03531410,49499,0.00031721,0.00000000,0,0.00000078,26615,26656,118,0.00247844
1708937371.31950665,0.02390537,50963,0.00024263,0.00000000,0,0.00000079,26656,26705,104,0.00257630
1708937371.41951728,0.03529785,50347,0.00039299,0.00000000,0,0.00000087,26705,26747,102,0.00220971
1708937371.51954246,0.03371163,51446,0.00026916,0.00000000,0,0.00000180,26747,26774,105,0.00219330
1708937371.61936069,0.03017020,50253,0.00025635,0.00000000,0,0.00000097,26774,26820,119,0.00356183
1708937371.71942902,0.02529086,50991,0.00041141,0.00000000,0,0.00000075,26820,26854,106,0.00209321
1708937371.81953955,0.03023161,49892,0.00060756,0.00000000,0,0.00000103,26854,26854,113,0.00246604
1708937371.91945052,0.03119721,50672,0.00044334,0.00000000,0,0.00000202,26854,26890,95,0.00706322
1708937372.01944900,0.02933462,49248,0.00047743,0.00000000,0,0.00000064,26890,26906,114,0.00209258
1708937372.11955309,0.02971875,49031,0.00043293,0.00000000,0,0.00000137,26906,26961,112,0.00209244
1708937372.21940684,0.02718146,51736,0.00030187,0.00000000,0,0.00000074,26961,26949,104,0.00279061
1708937372.31947494,0.03921169,47743,0.00024330,0.00000000,0,0.00000088,26949,26963,105,0.00245304
1708937372.41952944,0.03029582,49439,0.00024142,0.00000000,0,0.00000082,26963,26998,95,0.00326091
1708937372.51937199,0.03831244,49523,0.00044516,0.00000000,0,0.00000096,26998,27074,129,0.00279142
1708937372.61940145,0.02733371,49968,0.00042609,0.00000000,0,0.00000070,27074,27089,97,0.00247796
1708937372.71942425,0.02992187,49431,0.00021637,0.00000000,0,0.00000078,27089,27147,96,0.00597501
1708937372.81946445,0.02773214,50774,0.00027600,0.00000000,0,0.00000077,27147,27122,117,0.00388564
1708937372.91951871,0.03126260,49723,0.00022782,0.00000000,0,0.00000077,27122,27186,121,0.00239222
1708937373.01943421,0.03390670,50349,0.00055093,0.00000000,0,0.00000080,27186,27188,79,0.00312191
1708937373.11942697,0.02614901,48791,0.00021120,0.00000000,0,0.00000078,27188,27258,111,0.00312666
1708937373.21940279,0.02904771,50009,0.00020901,0.00000000,0,0.00000087,27258,27320,97,0.00427637
1708937373.31946468,0.02328916,49660,0.00019275,0.00000000,0,0.00000072,27320,27381,95,0.00314435
1708937373.41955948,0.02100248,50422,0.00020780,0.00000000,0,0.00000075,27381,27410,93,0.00558730
1708937373.51946878,0.04601992,50041,0.00026233,0.00000000,0,0.00000098,27410,27460,115,0.00807787
1708937373.61942434,0.03444599,49902,0.00036931,0.00000000,0,0.00000071,27460,27524,154,0.00479759
1708937373.71936464,0.03919913,50132,0.00026963,0.00000000,0,0.00000089,27524,27542,115,0.00329737
1708937373.81950307,0.02718136,50477,0.00024977,0.00000000,0,0.00000067,27542,27588,109,0.00429385
1708937373.91950178,0.04177553,49338,0.00029053,0.00000000,0,0.00000090,27588,27627,133,0.00337181
1708937374.01946592,0.02639234,50531,0.00033338,0.00000000,0,0.00000080,27627,27618,120,0.00468444
1708937374.11949492,0.02464512,49183,0.00020207,0.00000000,0,0.00000077,27618,27658,92,0.00646334
1708937374.21951318,0.03476096,49681,0.00042800,0.00000000,0,0.00000157,27658,27503,116,0.00335025
1708937374.31947136,0.02358347,50177,0.00026286,0.00000000,0,0.00000074,27503,27563,131,0.00252168
1708937374.41935444,0.03339993,51312,0.00036375,0.00000000,0,0.00000107,27563,27651,98,0.00879384
1708937374.51978660,0.03618955,48649,0.00019729,0.00000000,0,0.00000062,27651,27698,93,0.00249304
1708937374.61969900,0.02648628,51177,0.00030843,0.00000000,0,0.00000060,27698,27729,122,0.00311631
1708937374.71949053,0.04304192,50000,0.00028357,0.00000000,0,0.00000059,27729,27765,89,0.00354377
1708937374.81946063,0.03155947,51028,0.00021182,0.00000000,0,0.00000066,27765,27499,96,0.00678535
1708937374.91944265,0.03283546,49996,0.00032097,0.00000000,0,0.00000075,27499,27568,116,0.00224576
1708937375.01944184,0.02344767,49445,0.00028675,0.00000000,0,0.00000111,27568,27640,101,0.00258131
1708937375.11953068,0.05170755,49862,0.00026702,0.00000000,0,0.00000112,27640,27700,114,0.00769240
1708937375.21942091,0.02271225,49322,0.00027457,0.00000000,0,0.00000077,27700,27748,124,0.00254160
1708937375.31946588,0.02983928,49377,0.00025954,0.00000000,0,0.00000049,27748,27823,129,0.00511312
1708937375.41941047,0.02154296,49675,0.00023385,0.00000000,0,0.00000089,27823,27870,99,0.00564550
1708937375.51949596,0.02177611,50407,0.00024540,0.00000000,0,0.00000074,27870,27927,119,0.00347619
1708937375.61942220,0.02850864,51263,0.00029522,0.00000000,0,0.00000074,27927,27974,130,0.00449965
1708937375.71958685,0.02773924,50419,0.00022490,0.00000000,0,0.00000079,27974,28046,102,0.00313690
1708937375.81940842,0.02225860,50324,0.00021548,0.00000000,0,0.00000077,28046,28101,102,0.00967514
1708937375.91943550,0.03174553,51463,0.00029794,0.00000000,0,0.00000085,28101,28155,133,0.00300106
1708937376.01944828,0.03218423,49536,0.00022412,0.00000000,0,0.00000088,28155,28193,98,0.01122278
1708937376.11956453,0.02184346,51576,0.00023539,0.00000000,0,0.00000071,28193,28199,100,0.00634741
1708937376.21941662,0.03860782,49237,0.00033968,0.00000000,0,0.00000078,28199,28293,132,0.00496642
1708937376.31950045,0.03218623,50075,0.00017937,0.00000000,0,0.00000073,28293,28344,78,0.00216093
1708937376.41947150,0.02693658,49566,0.00055147,0.00000000,0,0.00000072,28344,27558,104,0.00356435
1708937376.51945972,0.02796566,49113,0.00030204,0.00000000,0,0.00000072,27558,27651,108,0.01211517
1708937376.61947680,0.02819435,49797,0.00021653,0.00000000,0,0.00000089,27651,27741,111,0.00618657
1708937376.71945262,0.04567292,50660,0.00019572,0.00000000,0,0.00000112,27741,27811,102,0.00617508
1708937376.81947327,0.03213816,49806,0.00024642,0.00000000,0,0.00000127,27811,27861,98,0.00647519
1708937376.91947603,0.03371513,49131,0.00049620,0.00000000,0,0.00000061,27861,27944,134,0.00655429
1708937377.01945162,0.04090994,49374,0.00024967,0.00000000,0,0.00000263,27944,28002,112,0.00370115
1708937377.11980176,0.04527751,48341,0.00040072,0.00000000,0,0.00000078,28002,28063,107,0.00686909
