time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1708937293.21964097,0.02232403,53305,0.00037929,0.00000000,0,0.00000048,7842,7918,193,0.00895534
1708937293.31954360,0.02544545,52773,0.00038856,0.00000000,0,0.00000053,7918,8007,210,0.00858087
1708937293.41967511,0.02686795,53653,0.00033516,0.00000000,0,0.00000050,8007,8051,158,0.00976000
1708937293.51962233,0.02062441,52860,0.00031939,0.00000000,0,0.00000107,8051,8112,153,0.00623198
1708937293.61960793,0.02655933,53505,0.00062897,0.00000000,0,0.00000153,8112,7891,140,0.00608585
1708937293.71937609,0.02296478,53377,0.00041595,0.00000000,0,0.00000050,7891,7840,161,0.00856952
1708937293.81954002,0.04546303,53208,0.00077670,0.00000000,0,0.00000078,7840,7909,149,0.00493113
1708937293.91963911,0.03667116,53281,0.00039530,0.00000000,0,0.00000045,7909,7925,170,0.01346978
1708937294.01959133,0.02582536,52846,0.00041493,0.00000000,0,0.00000050,7925,7647,134,0.00662476
1708937294.11963439,0.02982842,53243,0.00032516,0.00000000,0,0.00000063,7647,7730,171,0.00515792
1708937294.21969080,0.02200023,53413,0.00025114,0.00000000,0,0.00000054,7730,7809,125,0.00826618
1708937294.31972885,0.02537821,52110,0.00031561,0.00000000,0,0.00000065,7809,7928,174,0.00759304
1708937294.41957951,0.02350191,52976,0.00041030,0.00000000,0,0.00000048,7928,7896,147,0.00930282
1708937294.51972508,0.02230008,53520,0.00027332,0.00000000,0,0.00000049,7896,7991,142,0.00599201
1708937294.61972666,0.02301454,52498,0.00027871,0.00000000,0,0.00000063,7991,8095,147,0.00473308
1708937294.71963739,0.02334652,52541,0.00035975,0.00000000,0,0.00000168,8095,8124,153,0.00612307
1708937294.81961441,0.03645848,52804,0.00032029,0.00000000,0,0.00000091,8124,7917,170,0.00798022
1708937294.91959119,0.03179188,53246,0.00031752,0.00000000,0,0.00000041,7917,7431,145,0.00347062
1708937295.01963282,0.02579521,52755,0.00021485,0.00000000,0,0.00000065,7431,7554,135,0.00373179
1708937295.11970997,0.03532064,53046,0.00095420,0.00000000,0,0.00000055,7554,7658,122,0.00513862
1708937295.21966100,0.02425200,52282,0.00022669,0.00000000,0,0.00000073,7658,7749,123,0.00572400
1708937295.31968403,0.02995475,52641,0.00033580,0.00000000,0,0.00000122,7749,7842,109,0.00851243
1708937295.41964483,0.02736835,53017,0.00023524,0.00000000,0,0.00000062,7842,7958,132,0.00722990
1708937295.51957774,0.02379316,53044,0.00027003,0.00000000,0,0.00000065,7958,8053,128,0.01339658
